NERs,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01
Cahill Expressway,0.0001397835033100731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cahill Walk,0.00015655752370728187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,0.03304601832681543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canberra,0.03309634038800706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canberra Health Services,0.03416987769342842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cane,0.0013251476113794968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carona,0.0012748255501878704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carrie,0.00020128824476650696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cats Fan,0.00020128824476650696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cellmid,0.00016774020397208934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Centrelink,0.00020128824476650696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte,0.0001476113794954388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chase,0.00013083735909823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chatswood,4.6967257112185986e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chelsea Gerada,0.00010064412238325415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cheltenham,0.00011741814278046296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chi,0.00013419216317767175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chief Brody,0.00013419216317767175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chigur,0.00011741814278046294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,0.00011741814278046294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,0.0033180609871431145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ChinaVirus
NSW",0.003670315415484499,0.006494242405844615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China🇨,0.0036535413950872903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chinese Center for Disease Control &amp,0.00040816782966541544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chinese Company Sent Millions of Australia,7.268742172123941e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chinese Nationals,0.0014202003936303464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris,0.0014649311146895697,,,,,,,0.0003268775026558797,0.00011276499774470006,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Yate,0.0014481570942923613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
